A valid repository for "Hatchelorette" could not be found in the following locations:
Hatchelorette
C:\Users\Jeff/.cookiecutters/Hatchelorette
         336164 function calls (327325 primitive calls) in 2.969 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(TemplateNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(TemplatesNotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(TemplateSyntaxError)
        1    0.000    0.000    0.000    0.000 exceptions.py:139(TemplateAssertionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:147(TemplateRuntimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:153(UndefinedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:157(SecurityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:163(FilterArgumentError)
        1    0.000    0.000    0.000    0.000 visitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 visitor.py:16(NodeVisitor)
        1    0.000    0.000    0.000    0.000 visitor.py:50(NodeTransformer)
        1    0.000    0.000    0.000    0.000 idtracking.py:174(RootVisitor)
        1    0.000    0.000    0.000    0.000 idtracking.py:232(FrameSymbolVisitor)
        1    0.000    0.000    0.000    0.000 optimizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:27(Optimizer)
        1    0.000    0.000    0.000    0.000 compiler.py:157(MacroRef)
        1    0.000    0.000    0.000    0.000 compiler.py:165(Frame)
        1    0.000    0.000    0.000    0.000 compiler.py:248(VisitorExit)
        1    0.000    0.000    0.000    0.000 compiler.py:252(DependencyFinderVisitor)
        1    0.000    0.000    0.000    0.000 compiler.py:271(UndeclaredNameVisitor)
        1    0.000    0.000    0.000    0.000 compiler.py:293(CompilerExit)
        1    0.000    0.000    0.000    0.000 compiler.py:1386(_FinalizeInfo)
        9    0.000    0.000    0.000    0.000 compiler.py:61(_make_binop)
       20    0.000    0.000    0.000    0.000 compiler.py:45(optimizeconst)
        3    0.000    0.000    0.000    0.000 compiler.py:82(_make_unop)
        1    0.000    0.000    0.000    0.000 async_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 async_utils.py:73(_IteratorToAsyncIterator)
        1    0.000    0.000    0.000    0.000 runtime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runtime.py:122(TemplateReference)
        1    0.000    0.000    0.000    0.000 runtime.py:144(Context)
       18    0.000    0.000    0.000    0.000 utils.py:98(internalcode)
        3    0.000    0.000    0.000    0.000 runtime.py:136(_dict_method_all)
        6    0.000    0.000    0.000    0.000 typing.py:2371(cast)
        1    0.000    0.000    0.000    0.000 runtime.py:344(BlockReference)
        1    0.000    0.000    0.000    0.000 runtime.py:394(LoopContext)
        1    0.000    0.000    0.000    0.000 runtime.py:591(AsyncLoopContext)
        1    0.000    0.000    0.000    0.000 runtime.py:662(Macro)
        8    0.000    0.000    0.000    0.000 utils.py:55(pass_eval_context)
        1    0.000    0.000    0.000    0.000 runtime.py:796(Undefined)
        1    0.000    0.000    0.000    0.000 runtime.py:970(ChainableUndefined)
        1    0.000    0.000    0.000    0.000 runtime.py:1007(DebugUndefined)
        1    0.000    0.000    0.000    0.000 runtime.py:1039(StrictUndefined)
       13    0.000    0.000    0.000    0.000 utils.py:72(pass_environment)
       12    0.000    0.000    0.000    0.000 async_utils.py:15(async_variant)
       12    0.000    0.000    0.000    0.000 async_utils.py:16(decorator)
       12    0.000    0.000    0.000    0.000 utils.py:90(from_obj)
       12    0.000    0.000    0.000    0.000 :0(difference)
        7    0.000    0.000    0.000    0.000 utils.py:38(pass_context)
        1    0.000    0.000    0.000    0.000 filters.py:1188(_GroupTuple)
        1    0.000    0.000    0.000    0.000 tests.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
        2    0.000    0.000    0.000    0.000 ast.py:1825(__getattr__)
        1    0.000    0.000    0.000    0.000 _identifier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:439(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:445(_postinit)
       26    0.000    0.000    0.000    0.000 lexer.py:146(<lambda>)
       27    0.000    0.000    0.000    0.000 lexer.py:146(<genexpr>)
        1    0.000    0.000    0.000    0.000 lexer.py:254(Failure)
        1    0.000    0.000    0.000    0.000 lexer.py:269(Token)
        1    0.000    0.000    0.000    0.000 lexer.py:297(TokenStreamIterator)
        1    0.000    0.000    0.000    0.000 lexer.py:319(TokenStream)
        1    0.000    0.000    0.000    0.000 lexer.py:452(OptionalLStrip)
        1    0.000    0.000    0.000    0.000 lexer.py:465(_Rule)
        1    0.000    0.000    0.000    0.000 parser.py:48(Parser)
        1    0.000    0.000    0.000    0.000 environment.py:1136(Template)
        1    0.000    0.000    0.000    0.000 environment.py:1517(TemplateModule)
        1    0.000    0.000    0.000    0.000 environment.py:1557(TemplateExpression)
        1    0.000    0.000    0.000    0.000 environment.py:1576(TemplateStream)
        1    0.000    0.000    0.000    0.000 loaders.py:42(BaseLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:152(FileSystemLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:270(PackageLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:436(DictLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:460(FunctionLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:568(ChoiceLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:616(_TemplateModule)
        1    0.000    0.000    0.000    0.000 loaders.py:620(ModuleLoader)
        1    0.000    0.000    0.000    0.000 find.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
       30    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
      936    0.000    0.000    0.000    0.000 :0(isupper)
       29    0.000    0.000    0.000    0.000 :0(sort)
      111    0.000    0.000    0.000    0.000 enum.py:921(<lambda>)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        3    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        3    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        7    0.000    0.000    0.000    0.000 __editable___gama_23_0_0_post1_finder.py:15(find_spec)
        7    0.000    0.000    0.000    0.000 __editable___l2p_0_2_0_finder.py:15(find_spec)
        7    0.000    0.000    0.000    0.000 __editable___pproxy_0_0_0_finder.py:15(find_spec)
        7    0.000    0.000    0.000    0.000 __editable___refact_0_9_9_finder.py:15(find_spec)
        7    0.000    0.000    0.000    0.000 __editable___sweagent_1_0_1_finder.py:15(find_spec)
        1    0.000    0.000    0.000    0.000 subprocess.py:129(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:132(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:169(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:198(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:221(Handle)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:701(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:759(Popen)
        1    0.000    0.000    0.000    0.000 ext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:170(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 dataclasses.py:175(_HAS_DEFAULT_FACTORY_CLASS)
        1    0.000    0.000    0.000    0.000 dataclasses.py:182(_MISSING_TYPE)
        1    0.000    0.000    0.000    0.000 dataclasses.py:188(_KW_ONLY_TYPE)
        1    0.000    0.000    0.000    0.000 dataclasses.py:197(_FIELD_BASE)
        3    0.000    0.000    0.000    0.000 dataclasses.py:198(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:247(InitVar)
        1    0.000    0.000    0.000    0.000 dataclasses.py:274(Field)
        7    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        7    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 dataclasses.py:338(_DataclassParams)
        1    0.000    0.000    0.000    0.000 dataclasses.py:428(_FuncBuilder)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 ext.py:55(Extension)
        1    0.000    0.000    0.000    0.000 typing.py:709(ClassVar)
        1    0.000    0.000    0.000    0.000 ext.py:246(InternationalizationExtension)
        4    0.000    0.000    0.000    0.000 ext.py:76(__init_subclass__)
        1    0.000    0.000    0.000    0.000 ext.py:590(ExprStmtExtension)
        1    0.000    0.000    0.000    0.000 ext.py:603(LoopControlExtension)
        1    0.000    0.000    0.000    0.000 ext.py:615(DebugExtension)
        1    0.000    0.000    0.000    0.000 ext.py:734(_CommentFinder)
        1    0.000    0.000    0.000    0.000 environment.py:8(ExtensionLoaderMixin)
        1    0.000    0.000    0.000    0.000 environment.py:54(StrictEnvironment)
        1    0.000    0.000    0.000    0.000 _extension.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:573(abspath)
        2    0.000    0.000    0.000    0.000 :0(_getfullpathname)
        1    0.000    0.000    0.000    0.000 getpass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getpass.py:25(GetPassWarning)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _null_file.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _null_file.py:5(NullFile)
        2    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:1(ConsoleError)
        1    0.000    0.000    0.000    0.000 errors.py:5(StyleError)
        1    0.000    0.000    0.000    0.000 errors.py:9(StyleSyntaxError)
        1    0.000    0.000    0.000    0.000 errors.py:13(MissingStyle)
        1    0.000    0.000    0.000    0.000 errors.py:17(StyleStackError)
        1    0.000    0.000    0.000    0.000 errors.py:21(NotRenderableError)
        1    0.000    0.000    0.000    0.000 errors.py:25(MarkupError)
        1    0.000    0.000    0.000    0.000 errors.py:29(LiveError)
        1    0.000    0.000    0.000    0.000 errors.py:33(NoAltScreen)
        1    0.000    0.000    0.000    0.000 colorsys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _palettes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 palette.py:1(<module>)
        1    0.000    0.000    0.000    0.000 color_triplet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 color_triplet.py:4(ColorTriplet)
       10    0.000    0.000    0.000    0.000 :0(__set_name__)
        1    0.000    0.000    0.000    0.000 palette.py:11(Palette)
        8    0.000    0.000    0.000    0.000 palette.py:14(__init__)
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 repr.py:23(ReprError)
        1    0.000    0.000    0.000    0.000 terminal_theme.py:1(<module>)
        1    0.000    0.000    0.000    0.000 terminal_theme.py:9(TerminalTheme)
        5    0.000    0.000    0.000    0.000 terminal_theme.py:20(__init__)
        1    0.000    0.000    0.000    0.000 color.py:21(ColorSystem)
        1    0.000    0.000    0.000    0.000 color.py:36(ColorType)
        1    0.000    0.000    0.000    0.000 color.py:288(ColorParseError)
        3    0.000    0.000    0.000    0.000 repr.py:114(rich_repr)
        3    0.000    0.000    0.000    0.000 repr.py:37(auto)
        3    0.000    0.000    0.000    0.000 repr.py:42(do_replace)
        1    0.000    0.000    0.000    0.000 style.py:16(_Bit)
        1    0.000    0.000    0.000    0.000 style.py:30(Style)
       13    0.000    0.000    0.000    0.000 style.py:21(__init__)
        1    0.000    0.000    0.000    0.000 style.py:765(StyleStack)
       10    0.000    0.000    0.000    0.000 style.py:198(null)
      100    0.000    0.000    0.000    0.000 style.py:146(_make_color)
       18    0.000    0.000    0.000    0.000 color.py:431(parse)
        4    0.000    0.000    0.000    0.000 :0(groups)
        8    0.000    0.000    0.000    0.000 color.py:478(<genexpr>)
        1    0.000    0.000    0.000    0.000 configparser.py:177(Error)
        1    0.000    0.000    0.000    0.000 configparser.py:190(NoSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:199(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:225(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:252(NoOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:263(InterpolationError)
        1    0.000    0.000    0.000    0.000 configparser.py:273(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:285(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 configparser.py:293(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 configparser.py:306(ParsingError)
        1    0.000    0.000    0.000    0.000 configparser.py:338(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 configparser.py:352(MultilineContinuationError)
        1    0.000    0.000    0.000    0.000 configparser.py:365(_UnnamedSection)
        1    0.000    0.000    0.000    0.000 configparser.py:380(Interpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:468(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:544(_ReadState)
        1    0.000    0.000    0.000    0.000 configparser.py:558(_Line)
        1    0.000    0.000    0.000    0.000 configparser.py:1229(ConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1261(SectionProxy)
        1    0.000    0.000    0.000    0.000 configparser.py:1331(ConverterMapping)
        1    0.000    0.000    0.000    0.000 theme.py:8(Theme)
        1    0.000    0.000    0.000    0.000 theme.py:76(ThemeStackError)
        1    0.000    0.000    0.000    0.000 theme.py:80(ThemeStack)
        1    0.000    0.000    0.000    0.000 theme.py:18(__init__)
        1    0.000    0.000    0.000    0.000 _emoji_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _export_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fileno.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _loop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pick.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cells.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cell_widths.py:1(<module>)
        1    0.000    0.000    0.000    0.000 segment.py:35(ControlType)
        1    0.000    0.000    0.000    0.000 segment.py:671(Segments)
        1    0.000    0.000    0.000    0.000 segment.py:696(SegmentLines)
        1    0.000    0.000    0.000    0.000 jupyter.py:18(JupyterRenderable)
        1    0.000    0.000    0.000    0.000 jupyter.py:36(JupyterMixin)
        1    0.000    0.000    0.000    0.000 measure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 measure.py:11(Measurement)
        1    0.000    0.000    0.000    0.000 constrain.py:10(Constrain)
        8    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:812(Literal)
        8    0.000    0.000    0.000    0.000 typing.py:395(_flatten_literal_params)
       41    0.000    0.000    0.000    0.000 typing.py:1802(_value_and_type_iter)
      195    0.000    0.000    0.000    0.000 typing.py:1803(<genexpr>)
       35    0.000    0.000    0.000    0.000 typing.py:840(<genexpr>)
        1    0.000    0.000    0.000    0.000 align.py:17(Align)
       33    0.000    0.000    0.000    0.000 typing.py:1813(__hash__)
       93    0.000    0.000    0.000    0.000 typing.py:1807(__eq__)
        1    0.000    0.000    0.000    0.000 align.py:228(VerticalCenter)
        1    0.000    0.000    0.000    0.000 containers.py:30(Renderables)
        1    0.000    0.000    0.000    0.000 control.py:1(<module>)
        1    0.000    0.000    0.000    0.000 control.py:48(Control)
        1    0.000    0.000    0.000    0.000 emoji.py:1(<module>)
        1    0.000    0.000    0.000    0.000 emoji.py:18(NoEmoji)
        1    0.000    0.000    0.000    0.000 emoji.py:22(Emoji)
        1    0.000    0.000    0.000    0.000 text.py:47(Span)
        1    0.000    0.000    0.000    0.000 _log_render.py:14(LogRender)
        1    0.000    0.000    0.000    0.000 highlighter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 highlighter.py:17(Highlighter)
        1    0.000    0.000    0.000    0.000 highlighter.py:50(NullHighlighter)
        1    0.000    0.000    0.000    0.000 highlighter.py:61(RegexHighlighter)
        1    0.000    0.000    0.000    0.000 highlighter.py:80(ReprHighlighter)
        2    0.000    0.000    0.000    0.000 highlighter.py:8(_combine_regex)
        1    0.000    0.000    0.000    0.000 highlighter.py:106(JSONHighlighter)
        1    0.000    0.000    0.000    0.000 highlighter.py:143(ISO8601Highlighter)
        1    0.000    0.000    0.000    0.000 markup.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markup.py:20(Tag)
        1    0.000    0.000    0.000    0.000 pager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pager.py:5(Pager)
        1    0.000    0.000    0.000    0.000 pager.py:17(SystemPager)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:345(__subclasshook__)
        1    0.000    0.000    0.000    0.000 platform.py:865(_Processor)
        1    0.000    0.000    0.000    0.000 platform.py:921(uname_result)
        1    0.000    0.000    0.000    0.000 _compat.py:35(_AnnotationExtractor)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 setters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(FrozenError)
        1    0.000    0.000    0.000    0.000 exceptions.py:23(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(FrozenAttributeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:39(AttrsAttributeNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(NotAnAttrsClassError)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(DefaultAlreadySetError)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(UnannotatedAttributeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(PythonTooOldError)
        1    0.000    0.000    0.000    0.000 exceptions.py:81(NotCallableError)
        1    0.000    0.000    0.000    0.000 setters.py:11(pipe)
        1    0.000    0.000    0.000    0.000 _make.py:61(_Nothing)
        1    0.000    0.000    0.000    0.000 _make.py:89(_CacheHashWrapper)
        1    0.000    0.000    0.000    0.000 _make.py:284(_Attributes)
        1    0.000    0.000    0.000    0.000 _make.py:621(_ClassBuilder)
        1    0.000    0.000    0.000    0.000 _make.py:2365(Attribute)
       70    0.000    0.000    0.000    0.000 :0(lstrip)
       58    0.000    0.000    0.000    0.000 _make.py:2430(__init__)
       84    0.000    0.000    0.000    0.000 _make.py:1235(_determine_attrib_eq_order)
      116    0.000    0.000    0.000    0.000 _make.py:1244(decide_callable_or_boolean)
        4    0.000    0.000    0.000    0.000 _make.py:1821(_add_repr)
        6    0.000    0.000    0.000    0.000 _make.py:1764(_make_repr_script)
       43    0.000    0.000    0.000    0.000 _make.py:1771(<genexpr>)
       43    0.000    0.000    0.000    0.000 _make.py:1546(_generate_unique_filename)
       26    0.000    0.000    0.000    0.000 _make.py:212(_compile_and_eval)
        1    0.000    0.000    0.000    0.000 <attrs generated __repr__ attr._make.Attribute>:1(<module>)
        4    0.000    0.000    0.000    0.000 _make.py:1747(_add_eq)
       18    0.000    0.000    0.000    0.000 _make.py:1654(_make_eq_script)
        1    0.000    0.000    0.000    0.000 <attrs generated __eq__ attr._make.Attribute>:1(<module>)
        3    0.000    0.000    0.000    0.000 _make.py:1628(_add_hash)
       17    0.000    0.000    0.000    0.000 _make.py:1556(_make_hash_script)
       58    0.000    0.000    0.000    0.000 _make.py:1559(<genexpr>)
       17    0.000    0.000    0.000    0.000 _make.py:1583(append_hash_computation_lines)
        1    0.000    0.000    0.000    0.000 <attrs generated __hash__ attr._make.Attribute>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated __repr__ attr._make._CountingAttr>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated __eq__ attr._make._CountingAttr>:1(<module>)
        1    0.000    0.000    0.000    0.000 _make.py:2744(Factory)
        1    0.000    0.000    0.000    0.000 <attrs generated __repr__ attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated __eq__ attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated __hash__ attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 _make.py:2802(Converter)
        1    0.000    0.000    0.000    0.000 <attrs generated __repr__ attr._make.Converter>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated __eq__ attr._make.Converter>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated __hash__ attr._make.Converter>:1(<module>)
       15    0.000    0.000    0.000    0.000 _make.py:1304(attrs)
       15    0.000    0.000    0.000    0.000 _make.py:1207(_determine_attrs_eq_order)
        1    0.000    0.000    0.000    0.000 _make.py:3030(_AndValidator)
       26    0.000    0.000    0.000    0.000 _make.py:2671(__init__)
       10    0.000    0.000    0.000    0.000 _make.py:1538(_has_frozen_base_class)
       75    0.000    0.000    0.000    0.000 _make.py:1278(_determine_whether_to_implement)
       15    0.000    0.000    0.000    0.000 _make.py:650(__init__)
       15    0.000    0.000    0.000    0.000 _make.py:375(_transform_attrs)
       15    0.000    0.000    0.000    0.000 _compat.py:28(_get_annotations)
       41    0.000    0.000    0.000    0.000 _make.py:422(<genexpr>)
       26    0.000    0.000    0.000    0.000 _make.py:427(<lambda>)
       26    0.000    0.000    0.000    0.000 _make.py:2488(from_counting_attr)
       15    0.000    0.000    0.000    0.000 _make.py:347(_collect_base_attrs_broken)
       41    0.000    0.000    0.000    0.000 _make.py:459(<genexpr>)
       15    0.000    0.000    0.000    0.000 _make.py:261(_make_attr_tuple_class)
       41    0.000    0.000    0.000    0.000 _make.py:681(<genexpr>)
       14    0.000    0.000    0.000    0.000 _make.py:998(_make_getstate_setstate)
       40    0.000    0.000    0.000    0.000 _make.py:1003(<genexpr>)
        2    0.000    0.000    0.000    0.000 _make.py:977(add_repr)
       14    0.000    0.000    0.000    0.000 _make.py:1121(add_eq)
       14    0.000    0.000    0.000    0.000 _make.py:1691(_make_order)
      116    0.000    0.000    0.000    0.000 _make.py:1177(_add_method_dunders_unsafe)
       10    0.000    0.000    0.000    0.000 _make.py:1145(add_setattr)
       14    0.000    0.000    0.000    0.000 _make.py:1043(add_hash)
       15    0.000    0.000    0.000    0.000 _make.py:1937(_make_init_script)
       15    0.000    0.000    0.000    0.000 _make.py:2094(_attrs_to_init_script)
       15    0.000    0.000    0.000    0.000 _make.py:2047(_determine_setters)
       14    0.000    0.000    0.000    0.000 _make.py:2023(_assign)
       30    0.000    0.000    0.000    0.000 _make.py:307(_has_own_attribute)
       15    0.000    0.000    0.000    0.000 _make.py:1083(add_replace)
       15    0.000    0.000    0.000    0.000 _make.py:1089(add_match_args)
       41    0.000    0.000    0.000    0.000 _make.py:1090(<genexpr>)
       15    0.000    0.000    0.000    0.000 _make.py:760(_eval_snippets)
       15    0.000    0.000    0.000    0.000 _make.py:226(_linecache_and_compile)
       34    0.000    0.000    0.000    0.000 :0(splitlines)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr._make._AndValidator>:1(<module>)
        2    0.000    0.000    0.000    0.000 _make.py:980(_attach_repr)
       14    0.000    0.000    0.000    0.000 _make.py:1126(_attach_eq)
       14    0.000    0.000    0.000    0.000 _make.py:1051(attach_hash)
       15    0.000    0.000    0.000    0.000 _make.py:1074(_attach_init)
        1    0.000    0.000    0.000    0.000 validators.py:90(_InstanceOfValidator)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._InstanceOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:128(_MatchesReValidator)
       11    0.000    0.000    0.000    0.000 _make.py:2006(_setattr)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:198(_OptionalValidator)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._OptionalValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._InValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:292(_IsCallableValidator)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 _make.py:802(_patch_original_class)
        7    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 validators.py:330(_DeepIterable)
        5    0.000    0.000    0.000    0.000 validators.py:314(is_callable)
        5    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._IsCallableValidator>:9(__init__)
        2    0.000    0.000    0.000    0.000 validators.py:212(optional)
        2    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._OptionalValidator>:12(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._DeepIterable>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:379(_DeepMapping)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._DeepMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:420(_NumberValidator)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._NumberValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:498(_MaxLengthValidator)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._MaxLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:527(_MinLengthValidator)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._MinLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:556(_SubclassOfValidator)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._SubclassOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:594(_NotValidator)
        1    0.000    0.000    0.000    0.000 converters.py:66(default_if_none)
        1    0.000    0.000    0.000    0.000 validators.py:577(_subclass_of)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._SubclassOfValidator>:12(__init__)
        1    0.000    0.000    0.000    0.000 validators.py:111(instance_of)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._InstanceOfValidator>:12(__init__)
        1    0.000    0.000    0.000    0.000 validators.py:359(deep_iterable)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._DeepIterable>:14(__init__)
        2    0.000    0.000    0.000    0.000 validators.py:294(__call__)
        1    0.000    0.000    0.000    0.000 validators.py:202(__call__)
        1    0.000    0.000    0.000    0.000 _make.py:2832(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:43(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:3373(signature)
        1    0.000    0.000    0.000    0.000 inspect.py:3094(from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2487(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        1    0.000    0.000    0.000    0.000 :0(id)
        1    0.000    0.000    0.000    0.000 :0(getrecursionlimit)
        2    0.000    0.000    0.000    0.000 inspect.py:386(isfunction)
        1    0.000    0.000    0.000    0.000 inspect.py:2383(_signature_from_function)
        7    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
        1    0.000    0.000    0.000    0.000 inspect.py:2754(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:3042(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:3089(<genexpr>)
